run,queryIndex,queryId,scenario,terminalState,outcome,totalMs,executionMs,anchorAndPersistenceMs,retryCount,remoteRequestAttempts,receiptBytes,receiptRoot,anchorTxHash,anchorBlockHeight,auditVerified,expectedBehavior,appliedFaults,error
0,10,livebench-2026-08-25T01-46-44-989Z-0-normal-10,normal,ANCHORED,SATISFIED,500.887,42,458.887,0,6,14492,0xa4d5f73e27404106009cf86a71c87f13fd1bfa727cb400efd18f0af25064e0b0,0x93185c1f96da568d5827b6e3fefd2a86d515e1235392a23994ab5be1f65cab54,51,true,true,[],
0,11,livebench-2026-08-25T01-46-44-989Z-0-normal-11,normal,ANCHORED,SATISFIED,508.524,46,462.524,0,6,14490,0xc00e1eab8516a1b53803e7ad1242621f5a29235f549f08e39fd4860abe91a1a3,0x47a8e4f88a2b4eba226ef79688a554f2c4e95d808c4ba652b5748a3f3ad390e4,52,true,true,[],
0,12,livebench-2026-08-25T01-46-44-989Z-0-normal-12,normal,ANCHORED,SATISFIED,508.973,47,461.973,0,6,14490,0xb22ebda4b718cd0968704623b00ba221ab5c8cc45cf6c2f428a9c777a626333e,0x449dea3874b649a74374dbb7590e81bdfbe8c22ff59746304bb3c031956ef6c9,53,true,true,[],
0,13,livebench-2026-08-25T01-46-44-989Z-0-normal-13,normal,ANCHORED,SATISFIED,504.849,49,455.849,0,6,14490,0x37183ea7f5dd336d11f6a63804a8b591cbb53cc7b1b8146d2a27fe566e52be60,0x27c336b41282f67d3ced77d4f9eb07f0ede113d3d95f8cdc7ffc8804596c5857,54,true,true,[],
0,14,livebench-2026-08-25T01-46-44-989Z-0-normal-14,normal,ANCHORED,SATISFIED,526.119,72,454.119,0,6,14492,0x7cfec3cc7ab17c88d63550db83284dec90fc6c37c54130b41c307831fce82d43,0x64de421b1e1d201e725f702fdd71476e97a72fbff3bdbcf0ccd852eab36c6566,55,true,true,[],
0,15,livebench-2026-08-25T01-46-44-989Z-0-normal-15,normal,ANCHORED,SATISFIED,484.228,52,432.228,0,6,14492,0x934463f0085f6d93a89c0f228a186f75cd576fd9793d938d6ab2b40af78e30e6,0x1b928746ea923c0a855e4aecfe2e01c07b0918edfb3c233c5bb9979147d78d04,56,true,true,[],
0,16,livebench-2026-08-25T01-46-44-989Z-0-normal-16,normal,ANCHORED,SATISFIED,507.338,48,459.338,0,6,14490,0x69fe38c7e81e3a39a829a2a32163c4f6d5e98e9856b4af36bdf08ffe441cd447,0x8e4c7851009f8deafea2280a1e67fed76332afb201c6161b9aa08a3e4c195d1b,57,true,true,[],
0,17,livebench-2026-08-25T01-46-44-989Z-0-normal-17,normal,ANCHORED,SATISFIED,504.015,47,457.015,0,6,14490,0x41608ad51a276b33178253979f2ce7595962f6a2bc05e65ae79389b3cbccbb6c,0x510c29b01b6ea7706d7115912f381920eed57bc6abf4d3a35ae41046d0631ef2,58,true,true,[],
0,18,livebench-2026-08-25T01-46-44-989Z-0-normal-18,normal,ANCHORED,SATISFIED,503.272,38,465.272,0,6,14490,0xff7ac23029eeca59b165de413ae107fe39763fa0e2c9017c79a2bfc2af16543b,0xe7ffe066da11ffbe931c7878997f7663ff6d095568361e85a41de6a7c265b4a4,59,true,true,[],
0,19,livebench-2026-08-25T01-46-44-989Z-0-normal-19,normal,ANCHORED,SATISFIED,504.813,40,464.813,0,6,14492,0x7ac38210fc23069dff30d09af5644cb689e60f28edd96c66271b6179ce93fe7b,0x5b3e87dfe999949f6e1313f6922a25a584d8334ef1c5e3429057efcfa7aa977c,60,true,true,[],
0,0,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-0,fabric_endpoint_retry,ANCHORED,SATISFIED,502.659,58,444.659,1,7,15032,0x7a5516ac126ad2709c9aa1b1496f4efe089c17a8a98252f80de64f5048fc0414,0x06872df3a769152ffbfb0586b2910eabf53763f6be6d070337e330f20fd144fa,61,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-0"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,1,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-1,fabric_endpoint_retry,ANCHORED,SATISFIED,510.006,55,455.006,1,7,15032,0x418ccba6e59b069e3f6845b44e5e7b34eab85259e29425bb075c99eb2c0d3758,0x18ca3d14888503a61be6d02bec8693a9b1dd20c83daf91c3748d1c9f494ca161,62,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-1"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,2,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-2,fabric_endpoint_retry,ANCHORED,SATISFIED,500.702,61,439.702,1,7,15032,0x27120fbeec06a29ac2d0702bfd52f3732a3e969ed2926522d11e9d227372d7b6,0x9dc03fab1e4b08fce61900b8e434be4f472a3eae7ccb0ba4deff2ffae5203688,63,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-2"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,3,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-3,fabric_endpoint_retry,ANCHORED,SATISFIED,503.901,49,454.901,1,7,15032,0x7c7387ec9c7d2920e9fef2ad65f00e12a8a8022010854493c22474d17bd1db7a,0x76a6f916f14bfd916a5eecaef3e8fda94e2ab19eec3b2f0346aa1f24d8dde9a8,64,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-3"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,4,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-4,fabric_endpoint_retry,ANCHORED,SATISFIED,507.554,60,447.554,1,7,15032,0xed37f4725906be536f19ba40e5602eb5c8da46e10045a0348d2410fa02ffae9d,0x8cf4c391ca0f2848a9e780b9d9dd7d20bb232e672434ad1ea81b52a02e5cd3ab,65,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-4"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,5,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-5,fabric_endpoint_retry,ANCHORED,SATISFIED,507.412,53,454.412,1,7,15032,0xb0347fff3dbf593bc84d2245661a7d5c3eedbb4a84b09dcd58e565409b03f295,0xe0e269dd7ff0aa0fa400a07c5ff9f95e9c20ff55319451527ac0a515c212ae81,66,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-5"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,6,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-6,fabric_endpoint_retry,ANCHORED,SATISFIED,503.252,43,460.252,1,7,15034,0x499d71c2dddaf0fb68cce541684b5c6dca93eedadee4bb69e35b996173474764,0x05651b7db6ed98881625d3fbe44b61ec37339452fa67052e551546ce19148380,67,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-6"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,7,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-7,fabric_endpoint_retry,ANCHORED,SATISFIED,566.064,60,506.064,1,7,15032,0xb05a1df4cb7a25603474f23b75392c2f7790d7d517ad95597b1ecf024f2e7f4a,0x8f01a359c40b268f1de4ea31f7c64a239964d549f5cfff0f1b0a5fbb3dce6866,68,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-7"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,8,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-8,fabric_endpoint_retry,ANCHORED,SATISFIED,477.946,63,414.946,1,7,15034,0xbea02b0b66d180a2f17d59117807374a115b6586f2247bd548b5e88c22a093e6,0x4caaa91c561b69ea00bdad4fd53165e88eb5f242aed647be6b192a6eb17b6ee8,69,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-8"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,9,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-9,fabric_endpoint_retry,ANCHORED,SATISFIED,478.309,88,390.309,1,7,15034,0x40544e88f2076d4643caad9674ac6d4d3b653d6ed813d83bacc5576fed8f3c09,0x611aedf7adafef1e1696dee141293b0321a5c326c8698e3b7169105502111a56,70,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-9"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,10,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-10,fabric_endpoint_retry,ANCHORED,SATISFIED,602.662,63,539.662,1,7,15038,0x017ee15d356b4f8b6e2931b6c1985591c635b586a6a612687d5d9360569487db,0x019ee472efd8af869699a50e2c0c5ea3fae8e4d25ceeae2c1b59a0b8972a5dd3,71,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-10"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,11,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-11,fabric_endpoint_retry,ANCHORED,SATISFIED,511.92,44,467.92,1,7,15038,0xca8686b02553bafb41bff1f14a3b85e828a9ed3565cd6cf62222ddcbec9057c2,0x9cb4203c270323dfccfa93ada9cf27c471a2bf51758bc19db9733045b3eeb3ae,72,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-11"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,12,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-12,fabric_endpoint_retry,ANCHORED,SATISFIED,505.391,49,456.391,1,7,15038,0x54bbc244179dd57a7fbe59132ec70976ae7fbe83bf6f9486bff86e3416d25cc0,0x3dde8248b8a3887abe7d230cbdf1a3ad78617bb81266006a13a00f7249ea0872,73,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-12"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,13,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-13,fabric_endpoint_retry,ANCHORED,SATISFIED,544.196,51,493.196,1,7,15040,0x3f9b4ca1b26ea3397c5c9872406993ffa4ce2e370a8101babcd890a28aa62eb9,0x0ca0facaa1e643476f96de93435a8528855d6c1188620a68359df748d0d5169c,74,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-13"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,14,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-14,fabric_endpoint_retry,ANCHORED,SATISFIED,458.18,40,418.18,1,7,15038,0xa18469b08b0dd0651ce639eeb703e455454f79b674ca00f55fcf5bdc491c26df,0xcd713ad825a39e7d282b357aa373d144c6cbebe57cf6d1e1b525f56c7d2ab11b,75,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-14"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,15,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-15,fabric_endpoint_retry,ANCHORED,SATISFIED,508.433,38,470.433,1,7,15038,0x5aef67ac7388ddc189e892543bbf709e03d254fab5e0b1d9e019e746988c0373,0x07a43ec14f4dddee6d9b025486d794d0c81528bd1c460b476d571643daf2b5a2,76,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-15"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,16,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-16,fabric_endpoint_retry,ANCHORED,SATISFIED,502.251,54,448.251,1,7,15038,0xea26cc87c8d61e40b2287d2d1ae39568bb65ee6285190ea2ac32192d1adf48cb,0x4406019a6c3214ea1ba39ffc12d452400fef0a49e335668589bdae6286e39940,77,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-16"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,17,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-17,fabric_endpoint_retry,ANCHORED,SATISFIED,518.872,50,468.872,1,7,15038,0xea42f8714f8ad13040bc134cb1e0d30723a796bfdc066d66541caa2d1e78325b,0x2faa0c2a23c96eec84d1f76824f92edb14f8a53774c70cf83326295df0a7e4df,78,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-17"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,18,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-18,fabric_endpoint_retry,ANCHORED,SATISFIED,487.007,62,425.007,1,7,15038,0x67c7278fccdfb61bbb4af4a3dcf3e971415983feb1a9a338f8eb5c66d1bd24df,0xb34fecc103b885cdce3db0a5c341e422b33cc7a66d8337917278ef31cd2099eb,79,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-18"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,19,livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-19,fabric_endpoint_retry,ANCHORED,SATISFIED,510.727,45,465.727,1,7,15038,0x3faf44dbab067bb3824835a6f94ec5e1cb859f18ab5ec38ab583c6842b700721,0x917dae1f78c8af8e6793bdd2053637e327fa9f2fd9b4a501e3a893dae90df58e,80,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fabric_endpoint_retry-19"",""nodeId"":""order_fabric"",""attempt"":1,""candidate"":""fabric-peer-0"",""action"":""error""}]",
0,0,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-0,fisco_endpoint_retry,ANCHORED,SATISFIED,649.083,91,558.083,1,7,15034,0x5f127c70adf461b2e3113c46ecae1725e538b3ea550062670c1a9c9883c825b2,0xa270c3bb1ccaff1eefee7797274ee54f25af87f8345d0c3c2b95a75b01ed0b3c,81,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-0"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,1,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-1,fisco_endpoint_retry,ANCHORED,SATISFIED,346.129,40,306.129,1,7,15034,0x7e5368f250b89645adbef5aeb642bbb08cc3674ac0874db19a3b7f32d0a3335f,0x40f28aba248c9f1f5b4aec6c93320049e63dd0bdd1e152ceb2ae7a10b8ccd77e,82,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-1"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,2,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-2,fisco_endpoint_retry,ANCHORED,SATISFIED,503.767,43,460.767,1,7,15034,0x2a0cd74d19973fd5a58fd719a81ce29d99b913a9d6cc9f779c7dd76417e97ba6,0xbfb683a300aa9970be6d8776b63bb0f2cf4bf56c0fa666da9a70ae8f724ef880,83,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-2"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,3,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-3,fisco_endpoint_retry,ANCHORED,SATISFIED,506.458,42,464.458,1,7,15034,0x8672af3c8c99d43da7b17a5be633fc0911d11f95d70f4a60a43b3b3ff0423c9c,0xdb3c86e163839702456eef219f1cc1d68596083ea7ec430d378bbba43bc0f971,84,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-3"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,4,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-4,fisco_endpoint_retry,ANCHORED,SATISFIED,541.237,119,422.237,1,7,15032,0xa040a21032f1dc370c531da3d72e0d84fc358aea2a761544e0880bb958bb0c52,0x17ab947df05b4eaf82ba2425020003c9bfd12ff389b1f1bc23d1b98b18bff63b,85,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-4"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,5,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-5,fisco_endpoint_retry,ANCHORED,SATISFIED,466.831,40,426.831,1,7,15032,0x28586b895725a34b9efc3cf0e0b4b9128409da0d76a416573f6054a5174e1497,0x383b5494fa2c3a8d083b0c12ea7662f396589ca4b18bccc9f2485503794970e2,86,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-5"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,6,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-6,fisco_endpoint_retry,ANCHORED,SATISFIED,502.507,48,454.507,1,7,15034,0xdc1f39486b121ca28e2b5c81b2c2d958219a4130b4f0a35eb65de748378d16fd,0x046b74f914a0650473260c5f22548771f655ce4d9cb7982214b237cf03f5dd14,87,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-6"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,7,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-7,fisco_endpoint_retry,ANCHORED,SATISFIED,536.137,43,493.137,1,7,15034,0xf636ec43fcbcb544e5f5eb03a7b10392e47d4a65e90297233bea5ea3df46bb16,0xd61ee3ee33ab99f7d964722f4e01389687fcf84cb069fff6b83d0fcf169092cd,88,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-7"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,8,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-8,fisco_endpoint_retry,ANCHORED,SATISFIED,486.617,59,427.617,1,7,15034,0x9fa1d9fc8f2a8688cfa1da3e5cd4933b3dfd80b850bcb63564c2dc5d1e8e3b6b,0x4900eef7951170e095289e7dbb4da5e01616140d48fe4284fe64a838ad36347d,89,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-8"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,9,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-9,fisco_endpoint_retry,ANCHORED,SATISFIED,501.439,50,451.439,1,7,15032,0x5c69fafc2666c55fefab7a43bc51cc5c6625773fcd2d78cc028acf8824cc755c,0x793e8292a383145a9dc88272206ade67b1b29e23a97a7c98a7a8f1ed0909d027,90,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-9"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,10,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-10,fisco_endpoint_retry,ANCHORED,SATISFIED,498.131,41,457.131,1,7,15038,0xd43d734d71b9b6a8f05756809e9e2d5a72f02b7e582a9c976e2c77b9ae0f8cf7,0xc1a647400b58097c1d53eae049c32ab557a884c77c2e2dfacb7959d2ee641bf7,91,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-10"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,11,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-11,fisco_endpoint_retry,ANCHORED,SATISFIED,530.004,42,488.004,1,7,15038,0xb30c55e0c1f484013808d668b5f5051479fbd775445a5d41cdd43db15ca84d21,0xdcd1da6b9d7cabf6607864a6e45b25f836cc61cb75b55f065c59478e4183c048,92,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-11"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,12,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-12,fisco_endpoint_retry,ANCHORED,SATISFIED,565.587,51,514.587,1,7,15038,0xad86b2b0946581bd63008e6e67de0df138f823d82d6da75282baff284449e874,0x587190d9196ac0ef44bb06f95565dbd04c36e3b64bae8e652af19dfda771f511,93,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-12"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,13,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-13,fisco_endpoint_retry,ANCHORED,SATISFIED,500.293,44,456.293,1,7,15040,0x30d6f698fd9d891cad51f269e0c6780151655c80caa6ceed756fe8872afe8e6a,0x3ade4e3e728042b5e1de685af6f0b3963733f96853108eba9f8812875860c53b,94,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-13"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
0,14,livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-14,fisco_endpoint_retry,ANCHORED,SATISFIED,606.026,42,564.026,1,7,15040,0x6189e17daf2026e8f52dd1c3be90173c7a9957f8397a18d6ef92e727e0d02f53,0x40e3946d992eec73c6e3ce6f344235cb7bc634bd6493c267a22a1607ac7207fd,95,true,true,"[{""faultId"":""fault-0"",""queryId"":""livebench-2026-08-25T01-46-44-989Z-0-fisco_endpoint_retry-14"",""nodeId"":""logistics_fisco"",""attempt"":1,""candidate"":""fisco-node-0"",""action"":""error""}]",
